# أدوارُ الوحدات الـ١١٢ في المستويات التي لم يغطّها كتابٌ مُودَع — مسوّدةٌ **غيرُ موقَّعة**
# التوقيع: — (غيرُ موقَّعة) | الصائغ: الآلة من محفوظها بطلب صاحب المستودع (٢٦ أيلول ٢٠٢٦) | الحال: DRAFT
# لا تدخل السجلَّ مصدرًا حتّى يكتب صاحبُ المستودع «موقَّع» في سطر التوقيع.
# الأبجديّ: حسابُ الجُمَّل المشرقيّ (أبجد هوّز حطّي كلمن سعفص قرشت ثخذ ضظغ).
# الصفة: قسمةُ ابن الجزريّ (الجهر والهمس، الشدّة والتوسّط والرخاوة، الاستعلاء والاستفال،
#   الإطباق والانفتاح، الإذلاق والإصمات، ثمّ المفردة)؛ وفي «ا» الهمزةُ والألفُ معًا لأنّ الطيَّ جمعهما.
# النحويّ: ما وافق باب الحرف في «الشخصية الإسلامية» ج٣ يُنقَل منه في التشغيل حرفيًّا؛ وهذا العمودُ صياغةُ الآلة.
# الأعمدة: الوحدة، أبجدي: القيمة، صوتي: الصفة، اشتقاقي، صرفي، نحوي، إعرابي، الدال والمدلول معًا، وظيفي: التكملة
تِ	400؛ والحركةُ لا قيمةَ لها	مهموس، شديد، مستفل، منفتح، مُصمَت	يكون أصلًا في الجذر ويكون زائدًا (من «سألتمونيها»)؛ والحالُ لا تغيّر أصالتَه	تاءُ جمع المؤنّث السالم مكسورةً في النصب والجرّ؛ وفي غيرها: حركةُ بنية: عينُ فَعِل ويَفعِل وفاعِل ومُفعِل، وعينُ فُعِل، وفاءُ فِعال وفِعْل	ضميرُ المخاطبة المتّصل فاعلًا (فعلتِ)	آخرًا: علامةُ جرٍّ أصليّة، وعلامةُ نصبٍ نائبة في جمع المؤنّث السالم؛ أو حركةُ بناء (هؤلاءِ)؛ وكسرةُ تاء جمع المؤنّث السالم علامةُ نصبٍ نائبة؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	دالٌّ على معنًى في غيره إذا اقترن بلفظ: ضميرُ المخاطبة المتّصل فاعلًا (فعلتِ)	في جدول «سألتمونيها» (letter_roles_draft.tsv)
تْ	400؛ والحركةُ لا قيمةَ لها	مهموس، شديد، مستفل، منفتح، مُصمَت	يكون أصلًا في الجذر ويكون زائدًا (من «سألتمونيها»)؛ والحالُ لا تغيّر أصالتَه	تاءُ التأنيث الساكنة لاحقةُ الماضي (فعلَتْ)؛ وفي غيرها: سكونُ بنية: فاءُ يَفْعَل ومَفْعول وافْعَل، وعينُ فَعْل؛ وشطرُ الشدّة الأوّل في تضعيف العين (فعّل)	تاءُ التأنيث الساكنة حرفٌ لا محلّ له (فعلتْ)	آخرًا: علامةُ جزمٍ أصليّة في المضارع الصحيح؛ أو سكونُ بناء (الأمر، الحروف)؛ أو سكونُ وقف؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	دالٌّ على معنًى في غيره إذا اقترن بلفظ: تاءُ التأنيث الساكنة حرفٌ لا محلّ له (فعلتْ)	في جدول «سألتمونيها» (letter_roles_draft.tsv)
ثَ	500؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فَعَل وعينُه، وعينُ يَفعَل، وآخرُ الماضي	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ نصبٍ أصليّة، وعلامةُ جرٍّ نائبة في الممنوع من الصرف؛ أو حركةُ بناء (الماضي)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
ثُ	500؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فُعِل (المبنيّ للمجهول) وفُعول وفُعَل، وعينُ فَعُل ويَفعُل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ رفعٍ أصليّة؛ أو حركةُ بناء (حيثُ، نحنُ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
ثِ	500؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: عينُ فَعِل ويَفعِل وفاعِل ومُفعِل، وعينُ فُعِل، وفاءُ فِعال وفِعْل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ جرٍّ أصليّة، وعلامةُ نصبٍ نائبة في جمع المؤنّث السالم؛ أو حركةُ بناء (هؤلاءِ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
ثْ	500؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	سكونُ بنية: فاءُ يَفْعَل ومَفْعول وافْعَل، وعينُ فَعْل؛ وشطرُ الشدّة الأوّل في تضعيف العين (فعّل)	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ جزمٍ أصليّة في المضارع الصحيح؛ أو سكونُ بناء (الأمر، الحروف)؛ أو سكونُ وقف؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
جَ	3؛ والحركةُ لا قيمةَ لها	مجهور، شديد، مستفل، منفتح، مُصمَت، قلقلة كامنة لا تظهر إلا في السكون	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فَعَل وعينُه، وعينُ يَفعَل، وآخرُ الماضي	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ نصبٍ أصليّة، وعلامةُ جرٍّ نائبة في الممنوع من الصرف؛ أو حركةُ بناء (الماضي)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
جُ	3؛ والحركةُ لا قيمةَ لها	مجهور، شديد، مستفل، منفتح، مُصمَت، قلقلة كامنة لا تظهر إلا في السكون	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فُعِل (المبنيّ للمجهول) وفُعول وفُعَل، وعينُ فَعُل ويَفعُل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ رفعٍ أصليّة؛ أو حركةُ بناء (حيثُ، نحنُ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
جِ	3؛ والحركةُ لا قيمةَ لها	مجهور، شديد، مستفل، منفتح، مُصمَت، قلقلة كامنة لا تظهر إلا في السكون	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: عينُ فَعِل ويَفعِل وفاعِل ومُفعِل، وعينُ فُعِل، وفاءُ فِعال وفِعْل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ جرٍّ أصليّة، وعلامةُ نصبٍ نائبة في جمع المؤنّث السالم؛ أو حركةُ بناء (هؤلاءِ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
جْ	3؛ والحركةُ لا قيمةَ لها	مجهور، شديد، مستفل، منفتح، مُصمَت، قلقلة ظاهرة	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	سكونُ بنية: فاءُ يَفْعَل ومَفْعول وافْعَل، وعينُ فَعْل؛ وشطرُ الشدّة الأوّل في تضعيف العين (فعّل)	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ جزمٍ أصليّة في المضارع الصحيح؛ أو سكونُ بناء (الأمر، الحروف)؛ أو سكونُ وقف؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
حَ	8؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فَعَل وعينُه، وعينُ يَفعَل، وآخرُ الماضي	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ نصبٍ أصليّة، وعلامةُ جرٍّ نائبة في الممنوع من الصرف؛ أو حركةُ بناء (الماضي)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
حُ	8؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فُعِل (المبنيّ للمجهول) وفُعول وفُعَل، وعينُ فَعُل ويَفعُل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ رفعٍ أصليّة؛ أو حركةُ بناء (حيثُ، نحنُ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
حِ	8؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: عينُ فَعِل ويَفعِل وفاعِل ومُفعِل، وعينُ فُعِل، وفاءُ فِعال وفِعْل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ جرٍّ أصليّة، وعلامةُ نصبٍ نائبة في جمع المؤنّث السالم؛ أو حركةُ بناء (هؤلاءِ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
حْ	8؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستفل، منفتح، مُصمَت	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	سكونُ بنية: فاءُ يَفْعَل ومَفْعول وافْعَل، وعينُ فَعْل؛ وشطرُ الشدّة الأوّل في تضعيف العين (فعّل)	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ جزمٍ أصليّة في المضارع الصحيح؛ أو سكونُ بناء (الأمر، الحروف)؛ أو سكونُ وقف؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
خَ	600؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستعلٍ، منفتح، مُصمَت، تفخيمٌ أعلى	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فَعَل وعينُه، وعينُ يَفعَل، وآخرُ الماضي	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ نصبٍ أصليّة، وعلامةُ جرٍّ نائبة في الممنوع من الصرف؛ أو حركةُ بناء (الماضي)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
خُ	600؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستعلٍ، منفتح، مُصمَت، تفخيمٌ دون المفتوح	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: فاءُ فُعِل (المبنيّ للمجهول) وفُعول وفُعَل، وعينُ فَعُل ويَفعُل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ رفعٍ أصليّة؛ أو حركةُ بناء (حيثُ، نحنُ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
خِ	600؛ والحركةُ لا قيمةَ لها	مهموس، رخو، مستعلٍ، منفتح، مُصمَت، أدنى مراتب التفخيم	أصليٌّ في الجذر، لا يُزاد إلا تكريرًا لعينٍ أو لامٍ (التضعيف)؛ والحالُ لا تغيّر أصالتَه	حركةُ بنية: عينُ فَعِل ويَفعِل وفاعِل ومُفعِل، وعينُ فُعِل، وفاءُ فِعال وفِعْل	حرفُ مبنًى: لا يرد حرفَ معنًى في أصناف الحرف في الكتاب؛ ودورُه النحويّ دورُ الكلمة التي هو فيها	آخرًا: علامةُ جرٍّ أصليّة، وعلامةُ نصبٍ نائبة في جمع المؤنّث السالم؛ أو حركةُ بناء (هؤلاءِ)؛ وغيرَ آخرٍ: لا عملَ إعرابيًّا لحاله	لا مدلولَ له وحده؛ يُفيد بالنسبة جزءًا من دالّ الجذر أو الصيغة التي يقع فيها	خارج «سألتمونيها»؛ الأدوار: أ
